ENSG	GENE	SCORE
ENSG00000141682	PMAIP1	0.00024577618341936613
ENSG00000141698	NT5C3B	0.0
ENSG00000141699	RETREG3	0.00031802859200524836
ENSG00000141738	GRB7	0.0008627089571291435
ENSG00000141741	MIEN1	0.002979825407237513
ENSG00000141744	PNMT	0.0007214903043859522
ENSG00000141753	IGFBP4	0.0006001406395625963
ENSG00000141756	FKBP10	0.0009095993796108814
ENSG00000141759	TXNL4A	0.0005573357382218092
ENSG00000141837	CACNA1A	0.0011253428947384236
ENSG00000141873	SLC39A3	0.00022013961142874905
ENSG00000141905	NFIC	0.0011212676467948768
ENSG00000141933	TPGS1	0.26072924345908177
ENSG00000141934	PLPP2	0.00019741693404284888
ENSG00000141946	ZIM3	0.0004403387265483616
ENSG00000141956	PRDM15	0.0003007172788329626
ENSG00000141959	PFKL	0.0010094792899053573
ENSG00000141965	FEM1A	0.0021726152640439977
ENSG00000141968	VAV1	0.0003131831240352767
ENSG00000141971	MVB12A	0.002299416186133385
ENSG00000141977	CIB3	0.002433151622653895
ENSG00000141985	SH3GL1	0.0019285245195987955
ENSG00000142002	DPP9	0.0005931225819040264
ENSG00000142025	DMRTC2	0.0005592834031631355
ENSG00000142039	CCDC97	0.0003650562243819877
ENSG00000142046	TMEM91	0.00023834401565636654
ENSG00000142065	ZFP14	0.0008347876848802116
ENSG00000142082	SIRT3	0.0004543152322185051
ENSG00000142089	IFITM3	0.0004198060249791524
ENSG00000142102	PGGHG	0.0003885092464770423
ENSG00000142149	HUNK	0.0020487237318320695
ENSG00000142156	COL6A1	0.0003725806782313157
ENSG00000142166	IFNAR1	0.0003342713496294891
ENSG00000142168	SOD1	0.001312516912321371
ENSG00000142173	COL6A2	0.0023491393619679
ENSG00000142178	SIK1	0.0005063966279976739
ENSG00000142182	DNMT3L	0.0006504963675979525
ENSG00000142186	SCYL1	0.0015211793954676978
ENSG00000142188	TMEM50B	0.00012122862858632288
ENSG00000142197	DOP1B	0.0008086200298293988
ENSG00000142207	URB1	0.0004900335006823298
ENSG00000142224	IL19	0.00025443241793254856
ENSG00000142227	EMP3	0.0001362123869057541
ENSG00000142230	SAE1	0.00091830482460864
ENSG00000142235	LMTK3	0.0010041181160431734
ENSG00000142252	GEMIN7	0.0004943346928030223
ENSG00000142273	CBLC	0.0009350995615022839
ENSG00000142279	WTIP	0.0007076194224282517
ENSG00000142303	ADAMTS10	0.0004620352774509229
ENSG00000142319	SLC6A3	0.00031884173063190246
ENSG00000142327	RNPEPL1	0.0008755103549447085
ENSG00000142330	CAPN10	0.0004896573150290351
ENSG00000142347	MYO1F	0.004071485667964225
ENSG00000142405	NLRP12	0.0005678918894318485
ENSG00000142408	CACNG8	0.0005754659532613005
ENSG00000142444	TIMM29	0.00020785378933396714
ENSG00000142449	FBN3	0.00038614991990471026
ENSG00000142453	CARM1	0.0012561374148845061
ENSG00000142459	EVI5L	0.04489047414222114
ENSG00000142484	TM4SF5	5.020048536152899e-05
ENSG00000142494	SLC47A1	0.0008159883707321569
ENSG00000142507	PSMB6	0.0026905634369995823
ENSG00000142515	KLK3	0.0007434816641307407
ENSG00000142528	ZNF473	0.0020381286833526246
ENSG00000142534	RPS11	0.0010245805535760155
ENSG00000142538	PTH2	0.0006516629055113299
ENSG00000142541	RPL13A	0.0014570228231605142
ENSG00000142544	CTU1	0.005124671528847102
ENSG00000142546	NOSIP	0.0006863712831091107
ENSG00000142552	RCN3	0.0016313463333972322
ENSG00000142556	ZNF614	0.0002801769821871858
ENSG00000142583	SLC2A5	0.0002046129787913742
ENSG00000142599	RERE	0.0010354064706916688
ENSG00000142606	MMEL1	0.0005493408259553689
ENSG00000142609	CFAP74	1.0002435731505557
ENSG00000142611	PRDM16	0.0005309132729962585
ENSG00000142619	PADI3	0.0006531801889195776
ENSG00000142621	FHAD1	0.004541141533763948
ENSG00000142623	PADI1	0.000949441914599447
ENSG00000142627	EPHA2	0.0007589403576275799
ENSG00000142632	ARHGEF19	0.0010606461557927105
ENSG00000142634	EFHD2	0.0011363176968188782
ENSG00000142655	PEX14	0.000781701641926702
ENSG00000142657	PGD	0.0004994637820345815
ENSG00000142661	MYOM3	0.001208551170748251
ENSG00000142669	SH3BGRL3	0.00027046683294429386
ENSG00000142675	CNKSR1	0.0010333361044558842
ENSG00000142676	RPL11	0.0008362835455955064
ENSG00000142677	IL22RA1	0.00023433118531102082
ENSG00000142684	ZNF593	0.0004664041791784257
ENSG00000142686	C1orf216	0.004476207561538104
ENSG00000142687	KIAA0319L	0.0005071505117939523
ENSG00000142694	EVA1B	0.0031786482948064076
ENSG00000142698	C1orf94	0.009350311950811374
ENSG00000142731	PLK4	0.023545851188828237
ENSG00000142733	MAP3K6	0.0005121280266848771
ENSG00000142748	FCN3	0.0008500532148900675
ENSG00000142751	GPN2	0.0002949583242752851
ENSG00000142765	SYTL1	0.00027890961564480676
ENSG00000142784	WDTC1	0.00042547928569547366
ENSG00000142794	NBPF3	0.0018107099697317608
ENSG00000142798	HSPG2	0.001756064233404686
ENSG00000142856	ITGB3BP	0.0016031644563554437
ENSG00000142864	SERBP1	0.0010200944198004436
ENSG00000142867	BCL10	0.0010578188066574512
ENSG00000142871	CCN1	0.0006416883832116582
ENSG00000142875	PRKACB	0.002469768165383357
ENSG00000142892	PIGK	0.00020415732637957262
ENSG00000142910	TINAGL1	0.001176013346594118
ENSG00000142920	AZIN2	0.0020133839161644573
ENSG00000142937	RPS8	0.0011110797738638212
ENSG00000142945	KIF2C	0.0011194463381798414
ENSG00000142949	PTPRF	0.0014477268459813786
ENSG00000142961	MOB3C	0.0014699086186737986
ENSG00000142973	CYP4B1	0.0003356345252996107
ENSG00000143001	TMEM61	0.00147252300666878
ENSG00000143006	DMRTB1	0.001062834049889716
ENSG00000143028	SYPL2	0.00017172488776395767
ENSG00000143033	MTF2	0.0005955037411240482
ENSG00000143036	SLC44A3	0.0006671384662695345
ENSG00000143061	IGSF3	0.0007065280826736853
ENSG00000143067	ZNF697	0.005732149315463175
ENSG00000143079	CTTNBP2NL	0.0009319699861407571
ENSG00000143093	STRIP1	0.0007529712177074543
ENSG00000143105	KCNA10	7.288616154710326e-05
ENSG00000143106	PSMA5	0.0024610175219095254
ENSG00000143110	C1orf162	0.00019238953041167406
ENSG00000143119	CD53	0.00020566972250435356
ENSG00000143125	PROK1	3.8620851341875095e-05
ENSG00000143127	ITGA10	0.006234781434841352
ENSG00000143147	GPR161	0.07260980211799506
ENSG00000143149	ALDH9A1	0.0002921091117968899
ENSG00000143153	ATP1B1	0.000541460490467216
ENSG00000143155	TIPRL	0.0007499870582705626
ENSG00000143156	NME7	0.0038442552356627857
ENSG00000143157	POGK	0.0008927161745759804
ENSG00000143158	MPC2	0.0004374771401671751
ENSG00000143164	DCAF6	0.000547207851013809
ENSG00000143167	GPA33	0.00012461075471037475
ENSG00000143171	RXRG	0.0005751148437411757
ENSG00000143178	TBX19	0.0012316663126057392
ENSG00000143183	TMCO1	0.005669533646141645
ENSG00000143184	XCL1	0.0003317862701806007
ENSG00000143185	XCL2	0.00043398481943768275
ENSG00000143190	POU2F1	0.0009730216963816929
ENSG00000143194	MAEL	0.00022965776429373363
ENSG00000143196	DPT	0.00022938465281185927
ENSG00000143198	MGST3	0.00043072804510302376
ENSG00000143199	ADCY10	0.0009282578494094196
ENSG00000143207	COP1	0.0005490261319209822
ENSG00000143217	NECTIN4	0.00029899167225266865
ENSG00000143222	UFC1	0.001080554437066894
ENSG00000143224	PPOX	0.000903301596736128
ENSG00000143226	FCGR2A	0.00016432701011126483
ENSG00000143228	NUF2	0.0009583362764260528
ENSG00000143252	SDHC	0.00033606574697842007
ENSG00000143256	PFDN2	0.0013350404751690803
ENSG00000143257	NR1I3	0.0018827708900062134
ENSG00000143258	USP21	0.0006118319229244662
ENSG00000143278	F13B	0.0002637645279719436
ENSG00000143294	PRCC	0.0019340936344178772
ENSG00000143297	FCRL5	0.0014909139638348279
ENSG00000143314	MRPL24	0.0030285939897112257
ENSG00000143315	PIGM	0.00024009486628528975
ENSG00000143318	CASQ1	0.0011793764647336502
ENSG00000143319	ISG20L2	0.00030313998877318227
ENSG00000143320	CRABP2	0.0006919151526290079
ENSG00000143321	HDGF	0.000364797093652669
ENSG00000143322	ABL2	0.00047147083546406066
ENSG00000143324	XPR1	0.00032307913102158636
ENSG00000143333	RGS16	0.000378565518758478
ENSG00000143337	TOR1AIP1	0.039153683606627965
ENSG00000143340	FAM163A	0.0009651975515225786
ENSG00000143341	HMCN1	0.00030074574465288606
ENSG00000143344	RGL1	0.0004837876779220096
ENSG00000143353	LYPLAL1	0.001747611351447631
ENSG00000143355	LHX9	0.005603286341511193
ENSG00000143363	PRUNE1	0.003623817484594838
ENSG00000143365	RORC	0.0024496144103522965
ENSG00000143367	TUFT1	0.0019191672829492745
ENSG00000143368	SF3B4	0.0019199969528926886
ENSG00000143369	ECM1	0.0009855047626388114
ENSG00000143373	ZNF687	0.00044833034121438686
ENSG00000143374	TARS2	0.0011574262626936616
ENSG00000143375	CGN	0.003372120482936225
ENSG00000143376	SNX27	0.002575625892404787
ENSG00000143384	MCL1	0.0004454959362192312
ENSG00000143387	CTSK	0.0003006849460689409
ENSG00000143390	RFX5	0.000465271096345532
ENSG00000143393	PI4KB	0.000600324508468475
ENSG00000143398	PIP5K1A	0.0002863371373678092
ENSG00000143401	ANP32E	0.002189425747246787
ENSG00000143409	MINDY1	0.002460174461475617
ENSG00000143412	ANXA9	0.0011656466945169086
ENSG00000143416	SELENBP1	0.0006117709558566276
ENSG00000143418	CERS2	0.0002398294313934457
ENSG00000143420	ENSA	0.0004710132952823187
ENSG00000143436	MRPL9	0.002102400037301777
ENSG00000143437	ARNT	0.001319739805694553
ENSG00000143442	POGZ	0.0011961050831814646
ENSG00000143443	MENT	0.0030331556242799707
ENSG00000143450	OAZ3	0.004105560399011665
ENSG00000143452	HORMAD1	0.0005980797843676555
ENSG00000143457	GOLPH3L	0.0027741653225348273
ENSG00000143458	GABPB2	0.0006424209864235308
ENSG00000143473	KCNH1	0.0003151432247250341
ENSG00000143476	DTL	0.00042577918929964653
ENSG00000143479	DYRK3	0.0007818125930043607
ENSG00000143486	EIF2D	0.0002308539103523799
ENSG00000143493	INTS7	0.0010856757821784413
ENSG00000143494	VASH2	0.0016615031445326167
ENSG00000143498	TAF1A	0.002417844664933
ENSG00000143499	SMYD2	0.000783135443498395
ENSG00000143507	DUSP10	0.0010650998467554018
ENSG00000143512	HHIPL2	0.0008141145281115314
ENSG00000143515	ATP8B2	0.0006677806716197665
ENSG00000143536	CRNN	0.0006801232632369647
ENSG00000143537	ADAM15	0.0009089999625757628
ENSG00000143543	JTB	0.00030359624815901043
ENSG00000143545	RAB13	0.00025190162068611244
ENSG00000143546	S100A8	0.00039833697178437433
ENSG00000143549	TPM3	0.013412839613920369
ENSG00000143553	SNAPIN	0.0025429391869238316
ENSG00000143556	S100A7	0.0026080002860453533
ENSG00000143569	UBAP2L	0.0008197438733077433
ENSG00000143570	SLC39A1	0.00015910980357602966
ENSG00000143575	HAX1	0.0005192099124542437
ENSG00000143578	CREB3L4	0.0003280845334074911
ENSG00000143590	EFNA3	0.0003337391774493881
ENSG00000143595	AQP10	0.00013564027642587462
ENSG00000143603	KCNN3	0.0029635165979016165
ENSG00000143612	C1orf43	0.0011948523681439838
ENSG00000143614	GATAD2B	0.0016253567284820747
ENSG00000143621	ILF2	0.06582263641303143
ENSG00000143622	RIT1	0.0011683765649195266
ENSG00000143624	INTS3	0.0009309935821875115
ENSG00000143627	PKLR	0.0006809285112012731
ENSG00000143631	FLG	0.0034063502616845653
ENSG00000143632	ACTA1	0.0015202881520508527
ENSG00000143633	C1orf131	0.011346633139282858
ENSG00000143641	GALNT2	0.0006049841883850604
ENSG00000143643	TTC13	0.0001544402900890418
ENSG00000143653	SCCPDH	0.00041136941536024096
ENSG00000143674	MAP3K21	0.0002971222213545843
ENSG00000143702	CEP170	0.002850143106343239
ENSG00000143727	ACP1	0.0005894398634609388
ENSG00000143740	SNAP47	0.0011020243024404408
ENSG00000143742	SRP9	0.0006667842903880228
ENSG00000143748	NVL	0.0006604882755709696
ENSG00000143751	SDE2	0.0010070803602957312
ENSG00000143753	DEGS1	0.0003645976773896109
ENSG00000143756	FBXO28	0.0026596763216275576
ENSG00000143761	ARF1	0.0010282784137416456
ENSG00000143768	LEFTY2	0.00047118906263676763
ENSG00000143771	CNIH4	0.000427336431130243
ENSG00000143772	ITPKB	0.0007414217463974637
ENSG00000143774	GUK1	0.0010547209744800057
ENSG00000143776	CDC42BPA	0.0018559363502390624
ENSG00000143786	CNIH3	0.0001065016355141779
ENSG00000143793	MMTAG2	0.026400070881891224
ENSG00000143801	PSEN2	0.0007402146918593644
ENSG00000143811	PYCR2	0.0022191548539467476
ENSG00000143815	LBR	0.0014899863153914339
ENSG00000143816	WNT9A	0.001142993988651142
ENSG00000143819	EPHX1	0.0008137319184697844
ENSG00000143839	REN	0.004370316644326522
ENSG00000143842	SOX13	0.002198373756300498
ENSG00000143845	ETNK2	0.0004852277104419045
ENSG00000143847	PPFIA4	0.0007854795737785025
ENSG00000143850	PLEKHA6	0.0009273211123854708
ENSG00000143851	PTPN7	0.0005394253864778875
ENSG00000143858	SYT2	0.00011564664487195842
ENSG00000143862	ARL8A	0.00047065403509805037
ENSG00000143870	PDIA6	0.015923058690077596
ENSG00000143882	ATP6V1C2	0.0005644203922656743
ENSG00000143889	HNRNPLL	0.0016080025648079754
ENSG00000143891	GALM	0.0005610139419331972
ENSG00000143921	ABCG8	0.0024531694489269285
ENSG00000143924	EML4	0.00236128060532792
ENSG00000143933	CALM2	0.002242344090973347
ENSG00000143947	RPS27A	0.000616020659208516
ENSG00000143952	VPS54	0.0037678333321764512
ENSG00000143970	ASXL2	0.0005295666094298213
ENSG00000143977	SNRPG	0.0005379050060128066
ENSG00000143995	MEIS1	0.0005096532192965242
ENSG00000144015	TRIM43	0.0004892427728009352
ENSG00000144021	CIAO1	0.010868814128798476
ENSG00000144028	SNRNP200	0.0013313094823388383
ENSG00000144029	MRPS5	0.0005501403657035553
ENSG00000144031	ANKRD53	0.002760698974952902
ENSG00000144034	TPRKB	0.0012547591197744623
ENSG00000144035	NAT8	0.00011585389211177244
ENSG00000144036	EXOC6B	0.000897711257039191
ENSG00000144040	SFXN5	0.001262112430254092
ENSG00000144048	DUSP11	0.004683311482040153
ENSG00000144057	ST6GAL2	0.00012167181989752862
ENSG00000144061	NPHP1	0.0006966867770188401
ENSG00000144063	MALL	0.00012113976288219419
ENSG00000144118	RALB	0.00215831930290733
ENSG00000144120	TMEM177	0.0002807772302730882
ENSG00000144134	RABL2A	0.0011485916334095236
ENSG00000144136	SLC20A1	0.0004174753971710743
ENSG00000144182	LIPT1	0.0002860809677258658
ENSG00000144191	CNGA3	0.0035685246436969464
ENSG00000144214	LYG1	0.0005286741720738064
ENSG00000144218	AFF3	0.0005460023987780005
ENSG00000144224	UBXN4	0.00035305431356391637
ENSG00000144228	SPOPL	0.00048138017336896155
ENSG00000144229	THSD7B	0.00017278348082072625
ENSG00000144230	GPR17	0.00021291216319241357
ENSG00000144231	POLR2D	0.0015400661663989013
ENSG00000144233	AMMECR1L	0.010803255800055922
ENSG00000144283	PKP4	0.001918762800642071
ENSG00000144306	SCRN3	0.0009112282632486313
ENSG00000144320	LNPK	0.0007288050151146308
ENSG00000144339	TMEFF2	8.25471813641343e-05
ENSG00000144357	UBR3	0.0004995795670765801
ENSG00000144362	PHOSPHO2	0.0028777975073808193
ENSG00000144366	GULP1	0.0006725048103817244
ENSG00000144369	FAM171B	0.0007297516503967927
ENSG00000144395	CCDC150	0.0057163225403655815
ENSG00000144401	METTL21A	0.0044430960504087125
ENSG00000144406	UNC80	0.0003253615620906203
ENSG00000144407	PTH2R	0.0011045834132801247
ENSG00000144451	SPAG16	0.006340871395650538
ENSG00000144452	ABCA12	0.00016798857859612326
ENSG00000144455	SUMF1	0.0003718127825322881
ENSG00000144460	NYAP2	0.0007447750087976601
ENSG00000144468	RHBDD1	0.000684543407601268
ENSG00000144476	ACKR3	0.00045971332406224974
ENSG00000144481	TRPM8	0.0007089722828368394
ENSG00000144485	HES6	0.000542369709819468
ENSG00000144488	ESPNL	0.0008915976313801366
ENSG00000144524	COPS7B	0.00048216639083875634
ENSG00000144535	DIS3L2	0.0033629519946316577
ENSG00000144554	FANCD2	0.00045879585695729475
ENSG00000144559	TAMM41	0.003927312533960503
ENSG00000144560	VGLL4	0.0009950425253464346
ENSG00000144566	RAB5A	0.0016308071187722817
ENSG00000144567	RETREG2	0.0007060758991883631
ENSG00000144579	CTDSP1	0.0018525410694110178
ENSG00000144580	CNOT9	0.002383697041295818
ENSG00000144589	STK11IP	0.00041766747040128394
ENSG00000144591	GMPPA	0.0030484238891403947
ENSG00000144596	GRIP2	0.0006923303083112842
ENSG00000144597	EAF1	0.014630592326966507
ENSG00000144619	CNTN4	0.0009151218455372145
ENSG00000144635	DYNC1LI1	0.001339867651267923
ENSG00000144645	OSBPL10	0.0012772180903084518
ENSG00000144648	ACKR2	0.0005982019379189296
ENSG00000144655	CSRNP1	0.003489587197009314
ENSG00000144659	SLC25A38	0.0005960916662388627
ENSG00000144668	ITGA9	0.004405428582913373
ENSG00000144671	SLC22A14	0.0001845421071493547
ENSG00000144674	GOLGA4	0.0016658603981341003
ENSG00000144677	CTDSPL	0.0003517658674354607
ENSG00000144681	STAC	0.0006705993648665753
ENSG00000144711	IQSEC1	0.0005398089385835192
ENSG00000144712	CAND2	0.0005465568092404283
ENSG00000144713	RPL32	0.0006209667828898091
ENSG00000144724	PTPRG	0.0004325086779317644
ENSG00000144730	IL17RD	0.0005950899569597823
ENSG00000144736	SHQ1	0.0007233074077248602
ENSG00000144744	UBA3	0.0007348961521529418
ENSG00000144746	ARL6IP5	0.000934385861910414
ENSG00000144747	TMF1	0.0007220247848636063
ENSG00000144749	LRIG1	0.00043948989309683384
ENSG00000144771	LRTM1	6.65298689455085e-05
ENSG00000144791	LIMD1	0.0015143299285682588
ENSG00000144792	ZNF660	0.0009576906661550311
ENSG00000144802	NFKBIZ	0.0004857665633153374
ENSG00000144810	COL8A1	0.0011663487848636578
ENSG00000144815	NXPE3	0.00030430069671183446
ENSG00000144820	ADGRG7	0.0002560200186962902
ENSG00000144821	MYH15	0.002607225864267093
ENSG00000144824	PHLDB2	0.009393350957907387
ENSG00000144827	ABHD10	0.0007988704555828008
ENSG00000144834	TAGLN3	0.0003497572286050854
ENSG00000144837	PLA1A	0.0
ENSG00000144840	RABL3	0.0005168137986402144
ENSG00000144843	ADPRH	0.0005750597542828473
ENSG00000144847	IGSF11	0.000956384447590608
ENSG00000144848	ATG3	0.0012282930670153291
ENSG00000144852	NR1I2	0.0005472896286846662
ENSG00000144857	BOC	0.0014735016436588921
ENSG00000144867	SRPRB	0.0005877827384210832
ENSG00000144868	TMEM108	0.0003206989017598971
ENSG00000144891	AGTR1	0.000795199865478935
ENSG00000144893	MED12L	0.0027032485911604454
ENSG00000144895	EIF2A	0.004498050567462997
ENSG00000144908	ALDH1L1	0.00042431162955836044
ENSG00000144909	OSBPL11	0.0008758702572322363
ENSG00000144935	TRPC1	0.0003455011210462544
ENSG00000144962	SPATA16	0.010688777020732232
ENSG00000145012	LPP	0.0005633330229102285
ENSG00000145014	TMEM44	0.00010345764508201682
ENSG00000145016	RUBCN	0.036954208320139514
ENSG00000145020	AMT	0.0007333787625611876
ENSG00000145022	TCTA	8.192461302769516e-05
ENSG00000145029	NICN1	0.0015218045946312486
ENSG00000145040	UCN2	8.999906629014731e-05
ENSG00000145041	DCAF1	0.001522571076066015
ENSG00000145050	MANF	0.02840365643669429
ENSG00000145087	STXBP5L	0.0002764264872894273
ENSG00000145088	EAF2	0.0025904408139467705
ENSG00000145107	TM4SF19	0.00013073261072804598
ENSG00000145147	SLIT2	0.0004530430194336077
ENSG00000145191	EIF2B5	0.0010306136894087103
ENSG00000145192	AHSG	0.000836698139892178
ENSG00000145194	ECE2	0.00016051523630267184
ENSG00000145198	VWA5B2	0.0002691661265998846
ENSG00000145214	DGKQ	0.0010666261962342105
ENSG00000145216	FIP1L1	0.000702628352883039
ENSG00000145217	SLC26A1	0.00043451887813716894
ENSG00000145220	LYAR	0.0010948556239327445
ENSG00000145241	CENPC	0.0012952358097209071
ENSG00000145242	EPHA5	0.0003259351644828712
ENSG00000145244	CORIN	0.0002181421781415338
ENSG00000145247	OCIAD2	0.000654968112030474
ENSG00000145248	SLC10A4	8.777939808624069e-05
ENSG00000145284	SCD5	0.0001156190552364933
ENSG00000145293	ENOPH1	0.0007846381599847518
ENSG00000145321	GC	0.0006343360096252582
ENSG00000145331	TRMT10A	0.0003800103215780837
ENSG00000145332	KLHL8	0.001475502240282367
ENSG00000145348	TBCK	0.0006539091828017263
ENSG00000145349	CAMK2D	0.0015691840035287896
ENSG00000145354	CISD2	0.0005311848365181504
ENSG00000145362	ANK2	0.0029110561249581224
ENSG00000145365	TIFA	0.0015211578524940705
ENSG00000145384	FABP2	0.00021339827435440384
ENSG00000145386	CCNA2	0.001420604998656927
ENSG00000145388	METTL14	0.0016059466261140187
ENSG00000145390	USP53	0.0012752492220897693
ENSG00000145391	SETD7	0.0020947973002876097
ENSG00000145414	NAF1	0.0010827927669652126
ENSG00000145416	MARCHF1	0.00029514606058000936
ENSG00000145423	SFRP2	0.0005410504868450516
ENSG00000145425	RPS3A	0.001329108485379038
ENSG00000145428	RNF175	0.0006707989020924288
ENSG00000145431	PDGFC	0.00027468446432976634
ENSG00000145439	CBR4	0.0003381235512733838
ENSG00000145451	GLRA3	0.0006623441040574107
ENSG00000145476	CYP4V2	0.0004670035534672934
ENSG00000145491	ROPN1L	0.08481228719756473
ENSG00000145494	NDUFS6	0.0004829788256301981
ENSG00000145495	MARCHF6	0.00042687233826654847
ENSG00000145506	NKD2	0.00034412616241752403
ENSG00000145526	CDH18	0.0009638011861170526
ENSG00000145536	ADAMTS16	0.0004184690565125493
ENSG00000145545	SRD5A1	0.0016679267821473331
ENSG00000145555	MYO10	0.0004043585186082055
ENSG00000145569	OTULINL	0.0006577578917585925
ENSG00000145592	RPL37	0.0006066206492505444
ENSG00000145604	SKP2	0.0007483714416594012
ENSG00000145623	OSMR	0.0003811920582847961
ENSG00000145626	UGT3A1	0.00025849238636510563
ENSG00000145632	PLK2	0.0008546572012164688
ENSG00000145681	HAPLN1	0.00558898057784063
ENSG00000145685	LHFPL2	0.00012506085749919293
ENSG00000145687	SSBP2	0.0009569804128659598
ENSG00000145692	BHMT	0.0009201569484957872
ENSG00000145700	ANKRD31	0.003494485584724316
ENSG00000145703	IQGAP2	0.000640912965309326
ENSG00000145708	CRHBP	0.0003275245248914871
ENSG00000145715	RASA1	0.0005347828146113898
ENSG00000145721	LIX1	0.0010964032671836321
ENSG00000145723	GIN1	0.0006797009571073431
ENSG00000145725	PPIP5K2	0.004918127650398674
ENSG00000145730	PAM	0.00047047509656295006
ENSG00000145734	BDP1	0.0015132540504509961
ENSG00000145736	GTF2H2	0.0006392181483079185
ENSG00000145740	SLC30A5	0.0007992218822892028
ENSG00000145741	BTF3	0.005035020057903239
ENSG00000145743	FBXL17	0.00047292407316490426
ENSG00000145757	SPATA9	0.00043934509926657483
ENSG00000145779	TNFAIP8	0.004838961769337402
ENSG00000145780	FEM1C	0.003140134898103497
ENSG00000145781	COMMD10	0.00046208121216295694
ENSG00000145782	ATG12	0.0011193235513928812
ENSG00000145794	MEGF10	0.0007500618933136138
ENSG00000145817	YIPF5	0.00021579352369371918
ENSG00000145819	ARHGAP26	0.0007496943717342219
ENSG00000145824	CXCL14	0.0006485809471996618
ENSG00000145826	LECT2	0.013160148650058545
ENSG00000145832	SLC25A48	0.0007887690690040472
ENSG00000145833	DDX46	0.003597793195694976
ENSG00000145839	IL9	0.0003120111705356976
ENSG00000145850	TIMD4	0.0005121394165144011
ENSG00000145861	C1QTNF2	0.0008032120856569236
ENSG00000145864	GABRB2	0.0002640615148266079
ENSG00000145868	FBXO38	0.0013653975167926546
ENSG00000145879	SPINK7	0.00024082356071630784
ENSG00000145888	GLRA1	0.000820524077880691
ENSG00000145901	TNIP1	0.009243083828096132
ENSG00000145907	G3BP1	0.0010290897093909734
ENSG00000145908	ZNF300	0.00030095753572823014
ENSG00000145911	N4BP3	0.04878591462966142
ENSG00000145912	NHP2	0.0004577329759740678
ENSG00000145916	RMND5B	0.0011594177287861385
ENSG00000145919	BOD1	0.001059932608541203
ENSG00000145920	CPLX2	0.002308546729068439
ENSG00000145936	KCNMB1	0.0001665653127247424
ENSG00000145945	FAM50B	0.018329141464391796
ENSG00000145949	MYLK4	0.00025120135910583485
ENSG00000145975	FAM217A	0.0015347887424468354
ENSG00000145979	TBC1D7	0.002935455810302301
ENSG00000145982	FARS2	0.0014762030764359224
ENSG00000145990	GFOD1	0.002655015635127711
ENSG00000145996	CDKAL1	0.0014021005754329963
ENSG00000146005	PSD2	0.0010064330208479078
ENSG00000146006	LRRTM2	0.00016436058820090693
ENSG00000146007	ZMAT2	0.002705993900235626
ENSG00000146013	GFRA3	0.00022181909366736363
ENSG00000146021	KLHL3	0.04726881390774906
ENSG00000146038	DCDC2	0.002345029412936128
ENSG00000146047	H2BC1	0.00180607635047636
ENSG00000146054	TRIM7	0.0007893593594872073
ENSG00000146067	FAM193B	0.001718146803568743
ENSG00000146070	PLA2G7	0.0003557488333854053
ENSG00000146072	TNFRSF21	0.0009135459595199791
ENSG00000146083	RNF44	0.0007371994447566976
ENSG00000146085	MMUT	0.0
ENSG00000146090	RASGEF1C	0.00083681610271924
ENSG00000146094	DOK3	0.0017887417488964275
ENSG00000146109	ABT1	0.0016341097903023183
ENSG00000146112	PPP1R18	0.026771399167728305
ENSG00000146122	DAAM2	0.0027294514788991364
ENSG00000146143	PRIM2	0.001549244631860347
ENSG00000146147	MLIP	0.0010502139414256817
ENSG00000146192	FGD2	0.0006280909246925148
ENSG00000146197	SCUBE3	0.00033040185871868744
ENSG00000146215	CRIP3	0.0011937640476844535
ENSG00000146216	TTBK1	0.0009367381353513338
ENSG00000146223	RPL7L1	0.04348254579645072
ENSG00000146232	NFKBIE	0.00046398057565966155
ENSG00000146233	CYP39A1	0.00046570772065024357
ENSG00000146242	TPBG	0.0005124670303757739
ENSG00000146243	IRAK1BP1	0.002356608372338087
ENSG00000146247	PHIP	0.00036626295764108363
ENSG00000146263	MMS22L	0.00048664051769264915
ENSG00000146278	PNRC1	0.00035435781501291785
ENSG00000146281	PM20D2	0.003838832899418776
ENSG00000146282	RARS2	0.0004030753186725633
ENSG00000146285	SCML4	0.0013312254802713142
ENSG00000146350	TBC1D32	0.00015192862497315218
ENSG00000146352	CLVS2	0.003542614665320798
ENSG00000146373	RNF217	0.00025234359645764926
ENSG00000146374	RSPO3	0.00040807510390550306
ENSG00000146399	TAAR1	0.0003427787756891121
ENSG00000146409	SLC18B1	0.0004295804260436853
ENSG00000146410	MTFR2	0.000543148127690074
ENSG00000146414	SHPRH	0.0014978024639731302
ENSG00000146416	AIG1	0.0001369745838246672
ENSG00000146425	DYNLT1	0.0010440060877954238
ENSG00000146426	TIAM2	0.00045931787963127135
ENSG00000146457	WTAP	0.0031624605844626785
ENSG00000146463	ZMYM4	0.0006963610867387615
ENSG00000146469	VIP	0.0012149402368777373
ENSG00000146476	ARMT1	0.00044953504698241886
ENSG00000146477	SLC22A3	0.00020705925339825626
ENSG00000146535	GNA12	0.0009054049908172601
ENSG00000146540	C7orf50	0.002331009231056669
ENSG00000146574	CCZ1B	0.0003994357714418584
ENSG00000146576	INTS15	0.00022760063166060718
ENSG00000146587	RBAK	0.03679141557609
ENSG00000146618	FERD3L	0.0038674903114497283
